row_id,order_id,order_date,customer_id,customer_name,customer_address,City,Country,State,zipcode,region,product_id,product_name,unit_prirce,quantity,total_sale
1397,CA-2013-159212-69316,2017-09-05,KM-16375,Katherine Murray,704 Haag Crossing Suite 167,Salem,United States,Virginia,24153,South,OFF-EN-10002230,Airmail Envelopes,251.79,3,755.37
1398,US-2013-161396-20336,2017-09-06,GM-14455,Gary Mitchum,80238 Connelly Valley Suite 418,Columbus,United States,Ohio,43229,East,FUR-TA-10002622,"Bush Andora Conference Table, Maple/Graphite Gray Finish",205.176,2,410.352
1399,US-2013-161396-30474,2017-09-07,GM-14455,Gary Mitchum,80238 Connelly Valley Suite 418,Columbus,United States,Ohio,43229,East,OFF-PA-10000418,Xerox 189,419.4,5,2097
1400,US-2011-118486-78699,2017-09-08,SD-20485,Shirley Daniels,19950 Rodriguez Ridges Suite 274,Philadelphia,United States,Pennsylvania,19143,East,OFF-SU-10004498,Martin-Yale Premier Letter Opener,10.304,1,10.304
1401,US-2011-118486-3508,2017-09-09,SD-20485,Shirley Daniels,19950 Rodriguez Ridges Suite 274,Philadelphia,United States,Pennsylvania,19143,East,FUR-TA-10001039,KI Adjustable-Height Table,154.764,3,464.292
1402,US-2011-118486-95312,2017-09-10,SD-20485,Shirley Daniels,19950 Rodriguez Ridges Suite 274,Philadelphia,United States,Pennsylvania,19143,East,TEC-AC-10004659,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,116.784,2,233.568
1403,CA-2013-130407-8142,2017-09-11,SF-20065,Sandra Flanagan,14293 Huels Glen,Everett,United States,New York,10024,East,OFF-AR-10002240,Panasonic KP-150 Electric Pencil Sharpener,75.48,2,150.96
1404,CA-2013-130407-41128,2017-09-12,SF-20065,Sandra Flanagan,14293 Huels Glen,Everett,United States,New York,10024,East,FUR-FU-10001967,Telescoping Adjustable Floor Lamp,39.98,2,79.96
1405,US-2013-122245-5424,2017-09-13,AB-10105,Adrian Barton,6370 Quitzon Forge,Phoenix,United States,Arizona,85023,West,FUR-TA-10002356,Bevis Boat-Shaped Conference Table,393.165,3,1179.495
1406,CA-2014-105144-41232,2017-09-14,SZ-20035,Sam Zeldin,26416 German Mall Suite 261,Grand Prairie,United States,Texas,75051,Central,OFF-LA-10003923,Alphabetical Labels for Top Tab Filing,23.68,2,47.36
1407,CA-2013-136329-16653,2017-09-15,JD-15895,Jonathan Doherty,498 Rice Fall Suite 441,New York City,United States,New York,10035,East,FUR-CH-10002335,Hon GuestStacker Chair,408.006,2,816.012
1408,CA-2013-136329-51382,2017-09-16,JD-15895,Jonathan Doherty,498 Rice Fall Suite 441,New York City,United States,New York,10035,East,FUR-FU-10000723,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",165.28,4,661.12
1409,CA-2011-146640-28136,2017-09-17,SA-20831,Sue Ann Reed,11524 Glennie Mountains Suite 574,Everett,United States,New York,10024,East,OFF-BI-10002867,GBC Recycled Regency Composition Covers,334.768,7,2343.376
1410,CA-2014-115994-32245,2017-09-18,BT-11305,Beth Thompson,5402 Trantow Squares Apt. 896,Costa Mesa,United States,California,92627,West,TEC-AC-10000580,Logitech G13 Programmable Gameboard with LCD Display,239.97,3,719.91
1411,CA-2014-115994-8496,2017-09-19,BT-11305,Beth Thompson,5402 Trantow Squares Apt. 896,Costa Mesa,United States,California,92627,West,FUR-FU-10003976,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",37.74,3,113.22
1412,CA-2012-126697-29418,2017-09-20,SV-20815,Stuart Van,96326 Bertram Mount Suite 253,Houston,United States,Texas,77041,Central,TEC-PH-10002922,ShoreTel ShorePhone IP 230 VoIP phone,946.344,7,6624.408
1413,CA-2012-126697-36140,2017-09-21,SV-20815,Stuart Van,96326 Bertram Mount Suite 253,Houston,United States,Texas,77041,Central,TEC-AC-10004353,Hypercom P1300 Pinpad,151.2,3,453.6
1414,CA-2012-126697-22546,2017-09-22,SV-20815,Stuart Van,96326 Bertram Mount Suite 253,Houston,United States,Texas,77041,Central,FUR-FU-10001706,Longer-Life Soft White Bulbs,4.928,4,19.712
1415,CA-2012-124800-49679,2017-09-23,RW-19540,Rick Wilson,7764 Rowe Bridge Suite 588,Mesa,United States,Arizona,85204,West,OFF-PA-10000501,Petty Cash Envelope,86.272,4,345.088
1416,CA-2012-124800-72209,2017-09-24,RW-19540,Rick Wilson,7764 Rowe Bridge Suite 588,Mesa,United States,Arizona,85204,West,OFF-BI-10000778,GBC VeloBinder Electric Binding Machine,72.588,2,145.176
1417,CA-2012-124800-76809,2017-09-25,RW-19540,Rick Wilson,7764 Rowe Bridge Suite 588,Mesa,United States,Arizona,85204,West,OFF-AP-10004980,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,60.672,2,121.344
1418,CA-2012-124800-16272,2017-09-26,RW-19540,Rick Wilson,7764 Rowe Bridge Suite 588,Mesa,United States,Arizona,85204,West,OFF-BI-10003984,Lock-Up Easel 'Spel-Binder',77.031,9,693.279
1419,CA-2012-124800-9383,2017-09-27,RW-19540,Rick Wilson,7764 Rowe Bridge Suite 588,Mesa,United States,Arizona,85204,West,OFF-ST-10000798,2300 Heavy-Duty Transfer File Systems by Perma,119.904,6,719.424
1420,CA-2012-124800-70374,2017-09-28,RW-19540,Rick Wilson,7764 Rowe Bridge Suite 588,Mesa,United States,Arizona,85204,West,TEC-PH-10001750,Samsung Rugby III,263.96,5,1319.8
1421,CA-2012-124800-66197,2017-09-29,RW-19540,Rick Wilson,7764 Rowe Bridge Suite 588,Mesa,United States,Arizona,85204,West,OFF-ST-10002743,SAFCO Boltless Steel Shelving,363.648,4,1454.592
1422,US-2012-164448-12512,2017-09-30,DK-12835,Damala Kotsonis,96552 Liza Forks Suite 457,Salinas,United States,California,93905,West,OFF-BI-10002949,Prestige Round Ring Binders,9.728,2,19.456
1423,US-2012-164448-96585,2017-10-01,DK-12835,Damala Kotsonis,96552 Liza Forks Suite 457,Salinas,United States,California,93905,West,OFF-EN-10002600,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",14.75,5,73.75
1424,US-2012-164448-34698,2017-10-02,DK-12835,Damala Kotsonis,96552 Liza Forks Suite 457,Salinas,United States,California,93905,West,OFF-BI-10003708,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",29.8,5,149
1425,US-2012-164448-95872,2017-10-03,DK-12835,Damala Kotsonis,96552 Liza Forks Suite 457,Salinas,United States,California,93905,West,OFF-LA-10003510,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",427.42,14,5983.88
1426,CA-2014-122700-41294,2017-10-04,LT-17110,Liz Thompson,4370 Bashirian Rapids Suite 781,Columbus,United States,Ohio,43229,East,TEC-PH-10003092,Motorola L804,220.752,8,1766.016
1427,CA-2011-120768-68052,2017-10-05,IM-15070,Irene Maddox,96332 Kevon Bridge Suite 018,Florence,United States,Alabama,35630,South,OFF-BI-10001191,Canvas Sectional Post Binders,152.76,6,916.56
1428,CA-2011-120768-71673,2017-10-06,IM-15070,Irene Maddox,96332 Kevon Bridge Suite 018,Florence,United States,Alabama,35630,South,OFF-SU-10004115,Acme Stainless Steel Office Snips,7.27,1,7.27
1429,CA-2011-120768-88765,2017-10-07,IM-15070,Irene Maddox,96332 Kevon Bridge Suite 018,Florence,United States,Alabama,35630,South,FUR-CH-10000513,High-Back Leather Manager's Chair,1819.86,14,25478.04
1430,US-2013-153129-97741,2017-10-08,FP-14320,Frank Preis,38554 Wiegand Shoals,Seattle,United States,Washington,98105,West,OFF-PA-10003673,Strathmore Photo Mount Cards,33.9,5,169.5
1431,CA-2014-106852-16744,2017-10-09,ST-20530,Shui Tom,8285 Frida Drives,Parma,United States,Ohio,44134,East,OFF-PA-10001639,Xerox 203,31.104,6,186.624
1432,CA-2014-106852-72105,2017-10-10,ST-20530,Shui Tom,8285 Frida Drives,Parma,United States,Ohio,44134,East,OFF-AR-10003829,Newell 35,5.248,2,10.496
1433,CA-2012-139731-5379,2017-10-11,JE-15745,Joel Eaton,95039 Heber Roads,Amarillo,United States,Texas,79109,Central,TEC-AC-10004975,Plantronics Audio 995 Wireless Stereo Headset,263.88,3,791.64
1434,CA-2012-139731-95607,2017-10-12,JE-15745,Joel Eaton,95039 Heber Roads,Amarillo,United States,Texas,79109,Central,FUR-CH-10002024,HON 5400 Series Task Chairs for Big and Tall,2453.43,5,12267.15
1435,CA-2014-122735-83210,2017-10-13,BD-11320,Bill Donatelli,4511 Hattie Tunnel,Providence,United States,Rhode Island,2908,East,OFF-BI-10004364,Storex Dura Pro Binders,29.7,5,148.5
1436,CA-2014-122735-29819,2017-10-14,BD-11320,Bill Donatelli,4511 Hattie Tunnel,Providence,United States,Rhode Island,2908,East,OFF-PA-10001712,Xerox 1948,39.96,4,159.84
1437,CA-2014-128160-9179,2017-10-15,MM-17920,Michael Moore,76466 Dariana Pike Suite 328,San Francisco,United States,California,94110,West,OFF-BI-10001510,Deluxe Heavy-Duty Vinyl Round Ring Binder,36.672,2,73.344
1438,CA-2014-117695-17898,2017-10-16,PW-19030,Pauline Webber,8913 Grover Underpass,Richmond,United States,Kentucky,40475,South,OFF-PA-10002713,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",13.76,2,27.52
1439,CA-2012-166135-91939,2017-10-17,SC-20440,Shaun Chance,6527 Eloisa Station Suite 127,Aurora,United States,Colorado,80013,West,OFF-ST-10002974,"Trav-L-File Heavy-Duty Shuttle II, Black",139.424,4,557.696
1440,CA-2013-133725-26030,2017-10-18,KL-16645,Ken Lonsdale,31337 Edison Ford,Chicago,United States,Illinois,60623,Central,TEC-PH-10004165,Mitel MiVoice 5330e IP Phone,1979.928,9,17819.352
1441,CA-2014-102337-10712,2017-10-19,SD-20485,Shirley Daniels,19950 Rodriguez Ridges Suite 274,Chicago,United States,Illinois,60653,Central,OFF-ST-10004804,"Belkin 19"" Vented Equipment Shelf, Black",164.736,4,658.944
1442,CA-2014-102337-65538,2017-10-20,SD-20485,Shirley Daniels,19950 Rodriguez Ridges Suite 274,Chicago,United States,Illinois,60653,Central,FUR-CH-10004289,Global Super Steno Chair,470.302,7,3292.114
1443,CA-2014-102337-40618,2017-10-21,SD-20485,Shirley Daniels,19950 Rodriguez Ridges Suite 274,Chicago,United States,Illinois,60653,Central,TEC-PH-10002564,OtterBox Defender Series Case - Samsung Galaxy S4,47.984,2,95.968
1444,US-2011-112564-76902,2017-10-22,TS-21160,Theresa Swint,28403 Rico Run,Philadelphia,United States,Pennsylvania,19134,East,OFF-BI-10004876,Wilson Jones Suede Grain Vinyl Binders,2.502,3,7.506
1445,CA-2012-145821-98864,2017-10-23,JB-15400,Jennifer Braxton,260 Stracke Ports Suite 010,Los Angeles,United States,California,90008,West,TEC-PH-10004348,OtterBox Defender Series Case - iPhone 5c,88.752,3,266.256
1446,US-2012-160150-50183,2017-10-24,TS-21085,Thais Sissman,52729 Gutkowski Groves,Phoenix,United States,Arizona,85023,West,OFF-BI-10004352,Wilson Jones DublLock D-Ring Binders,2.025,1,2.025
1447,CA-2013-133711-18989,2017-10-25,MC-17425,Mark Cousins,122 Davon Spur,Mobile,United States,Alabama,36608,South,OFF-PA-10001685,Staples,70.98,7,496.86
1448,CA-2013-133711-63996,2017-10-26,MC-17425,Mark Cousins,122 Davon Spur,Mobile,United States,Alabama,36608,South,OFF-BI-10000666,Surelock Post Binders,91.68,3,275.04
1449,CA-2013-133711-52976,2017-10-27,MC-17425,Mark Cousins,122 Davon Spur,Mobile,United States,Alabama,36608,South,OFF-BI-10004352,Wilson Jones DublLock D-Ring Binders,33.75,5,168.75
1450,CA-2013-133711-22914,2017-10-28,MC-17425,Mark Cousins,122 Davon Spur,Mobile,United States,Alabama,36608,South,TEC-MA-10000010,Hewlett-Packard Deskjet 3050a All-in-One Color Inkjet Printer,3040,8,24320
1451,CA-2014-148474-85711,2017-10-29,ME-17320,Maria Etezadi,35079 Reed Knolls,Columbus,United States,Georgia,31907,South,OFF-BI-10000977,Ibico Plastic Spiral Binding Combs,91.2,3,273.6
1452,CA-2014-148474-29077,2017-10-30,ME-17320,Maria Etezadi,35079 Reed Knolls,Columbus,United States,Georgia,31907,South,FUR-TA-10002530,"Iceberg OfficeWorks 42"" Round Tables",452.94,3,1358.82
1453,CA-2012-111297-37351,2017-10-31,SC-20440,Shaun Chance,6527 Eloisa Station Suite 127,New Bedford,United States,Massachusetts,2740,East,OFF-BI-10002412,Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,52.2,9,469.8
1454,CA-2013-123722-1131,2017-11-01,NH-18610,Nicole Hansen,143 Bergstrom Row Suite 632,Irving,United States,Texas,75061,Central,OFF-LA-10001569,Avery 499,15.936,4,63.744
1455,CA-2011-155271-87126,2017-11-02,AA-10480,Andrew Allen,524 Yazmin Prairie,Middletown,United States,Connecticut,6457,East,FUR-FU-10001473,DAX Wood Document Frame,27.46,2,54.92
1456,CA-2012-119907-997,2017-11-03,LC-17140,Logan Currie,923 Cecelia Trace,Seattle,United States,Washington,98103,West,OFF-BI-10001765,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,55.424,2,110.848
1457,US-2013-128902-76161,2017-11-04,MB-18085,Mick Brown,365 Kessler Oval,Vineland,United States,New Jersey,8360,East,FUR-TA-10001095,Chromcraft Round Conference Tables,244.006,2,488.012
1458,CA-2013-152289-46358,2017-11-05,LC-16930,Linda Cazamias,4353 Emmanuelle Court Suite 764,Pasadena,United States,Texas,77506,Central,TEC-AC-10004571,Logitech G700s Rechargeable Gaming Mouse,159.984,2,319.968
1459,CA-2013-152289-93138,2017-11-06,LC-16930,Linda Cazamias,4353 Emmanuelle Court Suite 764,Pasadena,United States,Texas,77506,Central,FUR-CH-10002126,Hon Deluxe Fabric Upholstered Stacking Chairs,1024.716,6,6148.296
1460,US-2013-104794-14440,2017-11-07,KD-16495,Keith Dawkins,32931 Jacobs Manor Apt. 121,New York City,United States,New York,10009,East,OFF-FA-10001754,Stockwell Gold Paper Clips,3.68,2,7.36
1461,CA-2011-151708-20960,2017-11-08,MB-17305,Maria Bertelson,23652 Altenwerth Branch,Glendale,United States,Arizona,85301,West,FUR-FU-10001602,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",121.376,4,485.504
1462,CA-2011-151708-20488,2017-11-09,MB-17305,Maria Bertelson,23652 Altenwerth Branch,Glendale,United States,Arizona,85301,West,TEC-AC-10001767,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,95.976,3,287.928
1463,CA-2012-100769-4544,2017-11-10,TH-21550,Tracy Hopkins,65747 West Station,Jacksonville,United States,Florida,32216,South,TEC-AC-10002402,Razer Kraken PRO Over Ear PC and Music Headset,255.968,4,1023.872
1464,CA-2014-139199-35558,2017-11-11,DK-12835,Damala Kotsonis,96552 Liza Forks Suite 457,Detroit,United States,Michigan,48234,Central,FUR-CH-10000847,Global Executive Mid-Back Manager's Chair,872.94,3,2618.82
1465,CA-2014-139199-46106,2017-11-12,DK-12835,Damala Kotsonis,96552 Liza Forks Suite 457,Detroit,United States,Michigan,48234,Central,OFF-BI-10003982,Wilson Jones Century Plastic Molded Ring Binders,41.54,2,83.08
1466,CA-2014-139199-61015,2017-11-13,DK-12835,Damala Kotsonis,96552 Liza Forks Suite 457,Detroit,United States,Michigan,48234,Central,OFF-PA-10001293,Xerox 1946,12.96,2,25.92
1467,US-2012-161466-79506,2017-11-14,ON-18715,Odella Nelson,2536 Barbara Drive,Philadelphia,United States,Pennsylvania,19120,East,OFF-AR-10000634,Newell 320,6.848,2,13.696
1468,CA-2014-164959-16374,2017-11-15,KN-16390,Katherine Nockton,1093 Gladys Extension Apt. 438,Los Angeles,United States,California,90004,West,OFF-LA-10004272,Avery 482,8.67,3,26.01
1469,US-2012-105676-57470,2017-11-16,NM-18520,Neoma Murray,1377 Felix Freeway,Houston,United States,Texas,77036,Central,FUR-FU-10004270,"Eldon Image Series Desk Accessories, Burgundy",6.688,4,26.752
1470,CA-2013-113138-40073,2017-11-17,NP-18685,Nora Pelletier,153 Alejandra Fall Apt. 871,Niagara Falls,United States,New York,14304,East,OFF-AR-10003770,Newell 340,17.28,6,103.68
1471,CA-2013-113138-86075,2017-11-18,NP-18685,Nora Pelletier,153 Alejandra Fall Apt. 871,Niagara Falls,United States,New York,14304,East,OFF-BI-10000320,GBC Plastic Binding Combs,17.712,3,53.136
1472,US-2014-104955-29478,2017-11-19,TC-21295,Toby Carlisle,12313 Felicia Greens Apt. 298,Everett,United States,New York,10024,East,OFF-LA-10003121,Avery 506,28.91,7,202.37
1473,CA-2013-121958-37620,2017-11-20,CS-12505,Cindy Stewart,27891 Tatum Garden Suite 460,Thomasville,United States,North Carolina,27360,South,OFF-SU-10000381,Acme Forged Steel Scissors with Black Enamel Handles,52.136,7,364.952
1474,CA-2014-121468-41090,2017-11-21,KD-16345,Katherine Ducich,145 Harber Gardens Suite 531,Westminster,United States,California,92683,West,TEC-PH-10000376,Square Credit Card Reader,31.968,4,127.872
1475,US-2013-108455-86163,2017-11-22,MK-18160,Mike Kennedy,9569 Kelsi Keys,San Francisco,United States,California,94122,West,OFF-PA-10002262,Xerox 192,25.92,4,103.68
1476,US-2013-108455-36370,2017-11-23,MK-18160,Mike Kennedy,9569 Kelsi Keys,San Francisco,United States,California,94122,West,OFF-PA-10002464,HP Office Recycled Paper (20Lb. and 87 Bright),40.46,7,283.22
1477,US-2013-108455-26492,2017-11-24,MK-18160,Mike Kennedy,9569 Kelsi Keys,San Francisco,United States,California,94122,West,OFF-ST-10002214,X-Rack File for Hanging Folders,33.87,3,101.61
1478,CA-2014-101210-89121,2017-11-25,DW-13540,Don Weiss,262 Sheldon Passage Apt. 090,Jackson,United States,Tennessee,38301,South,OFF-AR-10003560,Zebra Zazzle Fluorescent Highlighters,9.728,2,19.456
1479,CA-2014-101210-79453,2017-11-26,DW-13540,Don Weiss,262 Sheldon Passage Apt. 090,Jackson,United States,Tennessee,38301,South,OFF-PA-10000130,Xerox 199,3.424,1,3.424
1480,US-2013-108098-12643,2017-11-27,CP-12340,Christine Phan,369 Bessie Islands Apt. 793,Seattle,United States,Washington,98115,West,TEC-AC-10000865,WD My Passport Ultra 500GB Portable External Hard Drive,177,3,531
1481,CA-2011-119032-39095,2017-11-28,MS-17770,Maxwell Schwartz,509 Tromp Village,New York City,United States,New York,10035,East,OFF-FA-10003021,Staples,3.76,2,7.52
1482,CA-2012-140410-94607,2017-11-29,CM-12655,Corinna Mitchell,5762 Dicki Run Apt. 608,Los Angeles,United States,California,90008,West,TEC-PH-10003580,Cisco IP Phone 7961G-GE VoIP phone,1212.848,7,8489.936
1483,CA-2012-140410-15696,2017-11-30,CM-12655,Corinna Mitchell,5762 Dicki Run Apt. 608,Los Angeles,United States,California,90008,West,TEC-AC-10001109,Logitech Trackman Marble Mouse,89.97,3,269.91
1484,CA-2012-140410-19317,2017-12-01,CM-12655,Corinna Mitchell,5762 Dicki Run Apt. 608,Los Angeles,United States,California,90008,West,FUR-FU-10003347,Coloredge Poster Frame,42.6,3,127.8
1485,CA-2011-136280-5473,2017-12-02,Co-12640,Corey-Lock,4906 Josefina Mission,Philadelphia,United States,Pennsylvania,19143,East,OFF-LA-10000452,Avery 488,5.04,2,10.08
1486,CA-2014-151911-6931,2017-12-03,TC-21295,Toby Carlisle,12313 Felicia Greens Apt. 298,Everett,United States,New York,10024,East,OFF-EN-10002986,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",62.96,4,251.84
1487,CA-2014-166436-28178,2017-12-04,TS-21370,Todd Sumrall,1617 Madisyn Springs Suite 634,New York City,United States,New York,10035,East,OFF-PA-10001838,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",5.88,1,5.88
1488,CA-2014-166436-65286,2017-12-05,TS-21370,Todd Sumrall,1617 Madisyn Springs Suite 634,New York City,United States,New York,10035,East,FUR-CH-10000785,Global Ergonomic Managers Chair,977.292,6,5863.752
1489,CA-2014-139661-97364,2017-12-06,JW-15220,Jane Waco,69953 Deon Ville Suite 967,Vancouver,United States,Washington,98661,West,FUR-FU-10002885,Magna Visual Magnetic Picture Hangers,9.64,2,19.28
1490,CA-2011-123925-82246,2017-12-07,RF-19840,Roy Französisch,60491 Daphne Viaduct Apt. 715,Columbus,United States,Georgia,31907,South,OFF-AR-10002952,Stanley Contemporary Battery Pencil Sharpeners,40.05,3,120.15
1491,CA-2014-152485-5214,2017-12-08,JD-15790,John Dryer,4888 Allie Rue Suite 325,Coppell,United States,Texas,75019,Central,OFF-AR-10003759,"Crayola Anti Dust Chalk, 12/Pack",10.192,7,71.344
1492,CA-2014-152485-98065,2017-12-09,JD-15790,John Dryer,4888 Allie Rue Suite 325,Coppell,United States,Texas,75019,Central,OFF-ST-10004950,Acco Perma 3000 Stacking Storage Drawers,16.784,1,16.784
1493,CA-2014-152485-32273,2017-12-10,JD-15790,John Dryer,4888 Allie Rue Suite 325,Coppell,United States,Texas,75019,Central,OFF-AR-10001940,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",13.12,5,65.6
1494,CA-2013-141586-279,2017-12-11,NK-18490,Neil Knudson,850 Jabari Villages Suite 709,San Francisco,United States,California,94122,West,OFF-BI-10003981,"Avery Durable Plastic 1"" Binders",18.16,5,90.8
1495,CA-2014-130386-64865,2017-12-12,NG-18430,Nathan Gelder,221 Christa Gateway Suite 253,Austin,United States,Texas,78745,Central,OFF-PA-10002749,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",16.056,3,48.168
1496,CA-2014-130386-28230,2017-12-13,NG-18430,Nathan Gelder,221 Christa Gateway Suite 253,Austin,United States,Texas,78745,Central,OFF-PA-10003823,Xerox 197,223.056,9,2007.504
1497,CA-2014-130386-56133,2017-12-14,NG-18430,Nathan Gelder,221 Christa Gateway Suite 253,Austin,United States,Texas,78745,Central,OFF-ST-10003716,Tennsco Double-Tier Lockers,540.048,3,1620.144
1498,CA-2013-100468-12007,2017-12-15,AT-10435,Alyssa Tate,347 Turner Lodge,Los Angeles,United States,California,90045,West,TEC-PH-10001300,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",33.52,2,67.04
1499,CA-2013-100468-47968,2017-12-16,AT-10435,Alyssa Tate,347 Turner Lodge,Los Angeles,United States,California,90045,West,FUR-FU-10000010,"DAX Value U-Channel Document Frames, Easel Back",9.94,2,19.88
1500,CA-2012-153388-62818,2017-12-17,PC-19000,Pauline Chand,2546 Medhurst Port,Los Angeles,United States,California,90004,West,OFF-AR-10001868,Prang Dustless Chalk Sticks,6.72,4,26.88
1501,CA-2012-153388-53186,2017-12-18,PC-19000,Pauline Chand,2546 Medhurst Port,Los Angeles,United States,California,90004,West,FUR-TA-10003715,Hon 2111 Invitation Series Corner Table,1004.976,6,6029.856
1502,CA-2014-154935-62429,2017-12-19,TC-21295,Toby Carlisle,12313 Felicia Greens Apt. 298,Everett,United States,New York,10024,East,OFF-BI-10003708,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",17.88,3,53.64
1503,CA-2013-134208-75759,2017-12-20,CS-12505,Cindy Stewart,27891 Tatum Garden Suite 460,Columbus,United States,Georgia,31907,South,TEC-MA-10004458,Lexmark X 9575 Professional All-in-One Color Printer,396,4,1584
1504,CA-2014-108294-26341,2017-12-21,LS-16975,Lindsay Shagiari,53367 Baron Road Suite 965,Omaha,United States,Nebraska,68104,Central,OFF-BI-10004965,Ibico Covers for Plastic or Wire Binding Elements,34.5,3,103.5
1505,CA-2014-103611-35190,2017-12-22,JM-15535,Jessica Myrick,4012 O'Keefe Port Suite 583,Los Angeles,United States,California,90036,West,FUR-FU-10004270,"Eldon Image Series Desk Accessories, Burgundy",8.36,2,16.72
1506,CA-2014-100384-95561,2017-12-23,NH-18610,Nicole Hansen,143 Bergstrom Row Suite 632,Pomona,United States,California,91767,West,OFF-AR-10002135,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,385.6,8,3084.8
1507,CA-2014-100384-21723,2017-12-24,NH-18610,Nicole Hansen,143 Bergstrom Row Suite 632,Pomona,United States,California,91767,West,OFF-AR-10003514,4009 Highlighters by Sanford,35.82,9,322.38
1508,CA-2014-112809-29523,2017-12-25,RA-19915,Russell Applegate,23545 Pouros Road Apt. 367,Dallas,United States,Texas,75220,Central,OFF-ST-10002276,Safco Steel Mobile File Cart,200.064,3,600.192
1509,CA-2014-112809-89917,2017-12-26,RA-19915,Russell Applegate,23545 Pouros Road Apt. 367,Dallas,United States,Texas,75220,Central,OFF-BI-10001098,Acco D-Ring Binder w/DublLock,21.38,5,106.9
1510,CA-2014-112809-79626,2017-12-27,RA-19915,Russell Applegate,23545 Pouros Road Apt. 367,Dallas,United States,Texas,75220,Central,OFF-BI-10001636,Ibico Plastic and Wire Spiral Binding Combs,6.744,4,26.976
1511,US-2014-160759-43700,2017-12-28,AI-10855,Arianne Irving,5658 Runte Port,Philadelphia,United States,Pennsylvania,19120,East,FUR-CH-10002961,"Leather Task Chair, Black",63.686,1,63.686
1512,CA-2014-148446-28242,2017-12-29,MC-17845,Michael Chen,9250 Claire Motorway Suite 887,North Las Vegas,United States,Nevada,89031,West,FUR-TA-10004256,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,1669.6,4,6678.4
1513,CA-2011-111059-65276,2017-12-30,TB-21400,Tom Boeckenhauer,965 Erdman Overpass Apt. 295,Seattle,United States,Washington,98105,West,OFF-BI-10004593,Ibico Laser Imprintable Binding System Covers,83.84,2,167.68
1514,CA-2011-111059-53017,2017-12-31,TB-21400,Tom Boeckenhauer,965 Erdman Overpass Apt. 295,Seattle,United States,Washington,98105,West,OFF-BI-10002827,Avery Durable Poly Binders,13.272,3,39.816
1515,CA-2014-116204-25750,2018-01-01,VW-21775,Victoria Wilson,3663 Trisha Ferry,San Francisco,United States,California,94110,West,OFF-BI-10001759,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",21.336,7,149.352
1516,CA-2014-109946-9171,2018-01-02,PL-18925,Paul Lucas,53644 Dietrich Landing,Chicago,United States,Illinois,60610,Central,OFF-AR-10001419,Newell 325,16.52,5,82.6
1517,CA-2012-144806-75344,2018-01-03,GH-14425,Gary Hwang,140 Herzog Cliff Apt. 715,Tucson,United States,Arizona,85705,West,FUR-FU-10002253,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",206.112,6,1236.672
1518,CA-2012-144806-45047,2018-01-04,GH-14425,Gary Hwang,140 Herzog Cliff Apt. 715,Tucson,United States,Arizona,85705,West,OFF-PA-10002586,Xerox 1970,19.92,5,99.6
1519,CA-2012-144806-9217,2018-01-05,GH-14425,Gary Hwang,140 Herzog Cliff Apt. 715,Tucson,United States,Arizona,85705,West,OFF-PA-10003039,Xerox 1960,198.272,8,1586.176
1520,CA-2012-144806-3967,2018-01-06,GH-14425,Gary Hwang,140 Herzog Cliff Apt. 715,Tucson,United States,Arizona,85705,West,OFF-ST-10004804,"Belkin 19"" Vented Equipment Shelf, Black",247.104,6,1482.624
1521,CA-2012-144806-37125,2018-01-07,GH-14425,Gary Hwang,140 Herzog Cliff Apt. 715,Tucson,United States,Arizona,85705,West,OFF-AR-10004042,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",86.304,6,517.824
1522,CA-2013-122392-51742,2018-01-08,CJ-12010,Caroline Jumper,6084 Cassandra Lock,Allentown,United States,Pennsylvania,18103,East,OFF-AR-10002221,12 Colored Short Pencils,4.16,2,8.32
